location,zh_cn,en
site/app/pages/components/card/index.html,可展开的卡片,Expansion Control
site/app/pages/components/card/index.html,为避免卡内信息过多或使卡片的高度不超过最大高度，可以将补充信息隐藏在可扩展区域内。,"To avoid too much information inside a card, or keep its height from exceeding the maximum height, hide supplementary information inside a expansible area."
site/app/pages/components/card/index.html,使用  <code>md-card-expand</code> 组件可以实现可展开卡片，同时需要搭配 <code>md-card-expand-content</code> 用于展示内容，以及 <code>md-card-action</code> 用于提供一个触发展开动作的 <code>md-card-expand-trigger</code> 组件。,"It can be done with the <code>md-card-expand</code> component, that has a <code>md-card-action</code> with a <code>md-card-expand-trigger</code> that toggles a <code>md-card-expand-content</code>."
site/app/pages/components/card/index.html,不同布局的卡片,Different Layouts
site/app/pages/components/card/index.html,可以通过许多不同的方式组合这些和其他组件。比如下面的例子：,That's pretty much it. You can now combine these and other components in many distinct ways. Here are some examples:
site/app/pages/components/card/index.html,卡片,Card
site/app/pages/components/checkbox/api.js,名称,Name
site/app/pages/components/checkbox/api.js,描述,Description
site/app/pages/components/checkbox/api.js,默认值,Default
site/app/pages/components/checkbox/api.js,多选框的值,Current value of checkbox.
site/app/pages/components/checkbox/api.js,选中状态下的值,Value of checked state.
site/app/pages/components/checkbox/api.js,未选中状态下的值,Value of unchecked state.
site/app/pages/components/checkbox/api.js,多选框的唯一标识,The unique id.
site/app/pages/components/checkbox/api.js,参数,Parameters
site/app/pages/components/checkbox/api.js,多选框的值发生变化时触发,Triggered after a value is selected
site/app/pages/components/checkbox/examples/array-checkbox.html,描述,Description
site/app/pages/components/checkbox/examples/array-checkbox.html,示例,Example
site/app/pages/components/checkbox/examples/array-checkbox.html,值,Value
site/app/pages/components/checkbox/examples/array-checkbox.html,简单字符串数组,Simple Array of String
site/app/pages/components/checkbox/examples/array-checkbox.html,请选择城市：,Please choose city:
site/app/pages/components/checkbox/examples/array-checkbox.html,Object 数组,Array of Object
site/app/pages/components/checkbox/examples/array-checkbox.html,请选择用户：,Please choose user:
site/app/pages/components/checkbox/examples/array-checkbox.js,小葛,Mr. Ge
site/app/pages/components/checkbox/examples/array-checkbox.js,小明,Mr. Ming
site/app/pages/components/checkbox/examples/array-checkbox.js,小王,Ms. Wang
site/app/pages/components/checkbox/examples/single-checkbox.html,描述,Description
site/app/pages/components/checkbox/examples/single-checkbox.html,示例,Example
site/app/pages/components/checkbox/examples/single-checkbox.html,值,Value
site/app/pages/components/checkbox/examples/single-checkbox.html,无任何属性的最简单选择框,Simplest checkbox without any attributes
site/app/pages/components/checkbox/examples/single-checkbox.html,标签,Label
site/app/pages/components/checkbox/examples/single-checkbox.html,(无),(none)
site/app/pages/components/checkbox/examples/single-checkbox.html,传递简单的布尔值,Pass simple Boolean
site/app/pages/components/checkbox/examples/single-checkbox.html,传递简单的字符串值,Pass simple String
site/app/pages/components/checkbox/examples/single-checkbox.html,我已阅读并同意协议,I have read and agree to the agreement
site/app/pages/components/checkbox/examples/single-checkbox.html,传递 Object 值,Pass object
site/app/pages/components/checkbox/examples/single-checkbox.html,禁用状态,Disabled state
site/app/pages/components/checkbox/index.html,多选框,Checkbox
site/app/pages/components/checkbox/index.html,多选框有两种使用模式，单一模式（Single）和数组（Array）模式。,"There are two modes of use of md-checkbox, single mode and array mode."
site/app/pages/components/checkbox/index.html,单一模式下多选框的 value 是一个单一的值，该多选框被点击切换时，其 value 会在 trueValue 和 falseValue 这两个单一值之间切换，并通过 change 事件向外传递切换后的值。,"The value of a checkbox in a single mode is a single value. When the checkbox is clicked to switch, its value will switch between two single values of trueValue and falseValue, and the changed value will be passed out through the change event ."
site/app/pages/components/checkbox/index.html,数组模式下多选框的 value 是数组，需要指定 trueValue 但不需要指定 falseValue。该多选框被点击时，会向 value 指定的数组里添加或删除 trueValue 指定的元素。需要注意这种模式下，value 指定的数组，会被直接修改，并通过 change 事件向外传递修改后的数组。,"The value of the checkbox in array mode is an array. You need to specify trueValue but you do not need to specify falseValue. When the checkbox is clicked, the element specified by trueValue is added or removed from the array specified by value. Note that in this mode, the array specified by value will be directly modified, and the modified array will be passed out through the change event."
site/app/pages/components/checkbox/index.html,浏览器原生 <code>&lt;input type=&quot;checkbox&quot;&gt;</code> 标签上可以使用的属性，比如 <strong>name</strong> 和 <strong>required</strong> 等，也可以被应用到 <code>md-checkbox</code> 组件上。,"All other <code>&lt;input type=&quot;checkbox&quot;&gt;</code> attributes, such as <strong>name</strong> and <strong>required</strong>, can be used on <code>md-checkbox</code>."
site/app/pages/components/chips/api.js,名称,Name
site/app/pages/components/chips/api.js,描述,Description
site/app/pages/components/chips/api.js,默认值,Default
site/app/pages/components/chips/api.js,启用/禁用纸片上的点击动作。,Enables/Disables the click action in the chip.
site/app/pages/components/chips/api.js,创建一个可以执行删除操作的纸片。,"Creates a chip that can hold a delete action. Useful when editing a chip series, like tags or categories."
site/app/pages/components/chips/api.js,指定是否禁用纸片（包括点击和删除）。,Enables/Disables the chip to be clickable of deletable.
site/app/pages/components/chips/api.js,参数,Parameters
site/app/pages/components/chips/api.js,鼠标单击删除图标后触发，仅在 deletable 属性为 true 时才有效。,Triggered after a mouse click on delete icon. Only fired when md-deletable is true.
site/app/pages/components/chips/api.js,指定全部的纸片。除非您指定自定义模板，否则必须是字符串数组。,"The content to be displayed as chips. Need to be a array of strings, unless you specify a custom template."
site/app/pages/components/chips/api.js,唯一标识，如果为 null，将自动创建。,"The input id. If null, it will be created automatically."
site/app/pages/components/chips/api.js,输入框的类型,The input type. Cannot be file.
site/app/pages/components/chips/api.js,输入框的占位符，可用于向用户显示将插入哪种数据类型。,The input placeholder. It is useful to show to the user which type of data will be inserted.
site/app/pages/components/chips/api.js,创建一个不可编辑的纸片集，可以用在显示详细信息的页面。,Creates a non-editable chips. Useful to show inside a details page.
site/app/pages/components/chips/api.js,当纸片集的数量超过限定时，不允许再创建纸片。,Blocks the chips to create items above the limit.
site/app/pages/components/chips/api.js,更改输入值时始终检查纸片是否重复，或者仅在插入时检查纸片是否重复,"Always check if there is a duplicated chip while changing the input value, or check it only on insertion"
site/app/pages/components/chips/api.js,纸片集发生变化（增删）时触发。,"Triggered when chips change, inserted or deleted."
site/app/pages/components/chips/api.js,鼠标单击纸片的删除图标后触发。,Triggered after a mouse click on delete icon of a chip.
site/app/pages/components/chips/api.js,鼠标点击纸片时触发。,Triggered after a mouse click on a single chip.
site/app/pages/components/chips/api.js,插入纸片后触发,Triggered after a chip inserted.
site/app/pages/components/chips/api.js,新插入的 chip,The last inserted chip
site/app/pages/components/chips/index.html,纸片以小块的形式表示复杂的实体，例如触点。它们可以用作用户创建任意项目（例如类别或标签）的方式。,"Chips represent complex entities in small blocks, such as a contact. They can be used as a way for a user to create arbitrary items, like categories or tags."
site/app/pages/components/chips/index.html,独立纸片,Standalone Chip
site/app/pages/components/chips/index.html,一个纸片可以独立使用，而无需与其它纸片组合。它可以像徽章或应用程序中的实体类别一样使用。同时可以指定纸片是否可以删除和点击：,"A chip can be used as standalone, without any connection with another chip. It can be used like a badge or a category of an entity in your application. You can specify if your chip can be deletable and clickable:"
site/app/pages/components/chips/index.html,可编辑的纸片集,Editable Chips
site/app/pages/components/chips/index.html,有时我们需要在屏幕上编辑项目集，例如，在编辑标签时，用户可能需要删除/添加标签。在这种情况下，您可以使用可编辑的纸片集：,"Sometimes we need to edit the set of items on screen, for example, when editing tags, the user may need to remove/add tags. In this case you can use the editable chips, that is the default behaviour:"
site/app/pages/components/chips/index.html,只读模式,Readonly
site/app/pages/components/chips/index.html,对于一个具有标签的实体，可能需要将这些标签显示在同一行中，但不允许用户对其进行编辑。这种情况下可以使用带有静态选项的 <code>md-chips</code> 组件来实现：,"Let's think in an entity that have tags. Sometimes you might need to show all of them in a single row, but not allow the user to edit them. You can achieve that using the <code>md-chips</code> component, with a static option:"
site/app/pages/components/chips/index.html,自定义模板,Custom Template
site/app/pages/components/chips/index.html,有时需要显示有关纸片的丰富信息，希望为纸片本身可以支持自定义 HTML 结构。可以通过指定自定义的 slot 来实现：,"Sometimes we need to show more information about a chip, so we want to have a custom HTML structure for the chip itself. To create that scenario we can use the template scope. In this case all you have to do is to create a slot with your custom template and you're good to go. Take a look at this example:"
site/app/pages/components/chips/index.html,重复检测,Duplicated Chip
site/app/pages/components/chips/index.html,如果待插入的新纸片和现有纸片有重复，则无法插入。可以自定义重复纸片的反馈样式：,Chips would reject insertion if a chip is duplicated. You can customize feedback style of the duplicated chip:
site/app/pages/components/chips/index.html,多种颜色,Hue Colors
site/app/pages/components/chips/index.html,可以使用 <code>md-primary</code> 或其它方式赋予纸片不同颜色：,You can always use the hue modifiers in single chips:
site/app/pages/components/chips/index.html,纸片,Clips
site/app/pages/components/content/api.js,名称,Name
site/app/pages/components/content/api.js,描述,Description
site/app/pages/components/content/api.js,默认值,Default
site/app/pages/components/content/api.js,渲染的 HTML 标签，用于创建不是默认的 div 标签。,"The output tag. Useful when you want to create a section instead of div, for example."
site/app/pages/components/content/index.html,包含任意信息的内容容器在 Material Design 规范中称为材料或材料片。,"The Content surfaces that comprise applications are referred to in this spec as material, or sheets of material. The content component is commonly used to resemble a piece of paper. It'll be useful to theme an arbitrary content."
site/app/pages/components/content/index.html,内容框,Content
site/app/pages/components/datepicker/api.js,名称,Name
site/app/pages/components/datepicker/api.js,描述,Description
site/app/pages/components/datepicker/api.js,默认值,Default
site/app/pages/components/datepicker/api.js,绑定所选日期的值,Bind the selected date
site/app/pages/components/datepicker/api.js,禁用日期。必须是接受4个参数（年，月，日，星期几）的函数。,"The optional disabled dates. Must be Function which accepts 4 arguments (year, month, date, weekday)."
site/app/pages/components/datepicker/api.js,禁用焦点事件，仅在用户单击图标时打开。,Disable the on focus event. Will open only if the user clicks on the icon.
site/app/pages/components/datepicker/api.js,选择日期而不进行确认，然后立即关闭对话框。,Select the date without confirm and close the dialog immediately.
site/app/pages/components/datepicker/api.js,通过将输入类型更改为文本来覆盖原生的日期选择器。,Override native browser pickers by changing type of input to text.
site/app/pages/components/datepicker/api.js,防反跳纯文本到日期对象的转换。如果您的用户输入速度较慢，则设置为较长的时间；如果用户的输入速度非常快，则设置为较短的时间。,"Debounces the conversion of plaintext into a date object. Set to a longer time if your users type slowly, or shorter if your users type really fast."
site/app/pages/components/datepicker/api.js,参数,Parameters
site/app/pages/components/datepicker/api.js,选择/单击日期选择器日期时触发,Triggered when a date is clicked.
site/app/pages/components/datepicker/api.js,单击确认按钮时触发,Triggered when Confirm button is clicked.
site/app/pages/components/datepicker/api.js,当日期选择器对话框打开时触发,Triggered when a datepicker dialog opens
site/app/pages/components/datepicker/api.js,当日期选择器对话框关闭时触发,Triggered when a datepicker dialog closes
site/app/pages/components/datepicker/examples/basic.html,请选择日期,Please choose date
site/app/pages/components/datepicker/examples/basic.html,选择日期,Select Date
site/app/pages/components/datepicker/index.html,日期选择器通过弹出一个对话窗口，让用户从预定日期集中选择单个日期。该组件可以禁用日期，并且非常易于使用。,Datepickers use a dialog window and provide a simple way to select a single value from a pre-determined set. The component can have disabled dates and it's really easy to use.
site/app/pages/components/datepicker/index.html,简单选择器,Basic datepicker
site/app/pages/components/datepicker/index.html,焦点时不自动打开,Cancel open on focus
site/app/pages/components/datepicker/index.html,默认情况下，日期选择器会在输入框获取焦点时自动打开。这将使得用户无法手动输入日期。您可以禁用此行为：,By default Datepicker component open on focus to it's input. This will make the input useless and the user will not be able to type the date manually. You can disable this behavior:
site/app/pages/components/datepicker/index.html,立即选中模式,Immediately selection
site/app/pages/components/datepicker/index.html,选择日期后，可以使“日期选择器”对话框立即关闭。该日期将立即被选择，而无需任何其他确认或用户操作：,The Datepicker dialog can be made to close instantly after a date is selected. The date will be selected immediately without any additional confirmation or user action:
site/app/pages/components/datepicker/index.html,禁用部分日期,Disabled dates
site/app/pages/components/datepicker/index.html,有时您可能需要禁用某些日期的选择。下面这个例子是只想让用户选择工作日的示例：,Sometimes you may need to disable certain dates from being selected. Let's suppose that you want to let the user select only week days:
site/app/pages/components/datepicker/index.html,日期选择器,Datepicker
site/app/pages/components/dialog/api.js,名称,Name
site/app/pages/components/dialog/api.js,描述,Description
site/app/pages/components/dialog/api.js,默认值,Default
site/app/pages/components/dialog/api.js,控制对话框的打开和关闭,Open or close dialog
site/app/pages/components/dialog/api.js,是否启用叠加的灰色蒙层,Enable/disable the dialog overlay
site/app/pages/components/dialog/api.js,默认情况下，按 esc 时对话框将关闭。设置为 false 可取消此行为。,"By the default the dialog will close when pressing esc. To disabled that, just set this prop as false"
site/app/pages/components/dialog/api.js,默认情况下，单击外部时该对话框将关闭。设置为 false 可取消此行为。,"By the default the dialog will close when clicking outsite. To disabled that, just set this prop as false"
site/app/pages/components/dialog/api.js,控制该对话框将在移动屏幕上是否会变为全屏。,The dialog will become fullscreen on mobile screens. This option can disable this behavior.
site/app/pages/components/dialog/api.js,参数,Parameters
site/app/pages/components/dialog/api.js,对话框打开时触发,Triggered when a dialog opens
site/app/pages/components/dialog/api.js,对话框关闭时触发,Triggered when a dialog closes
site/app/pages/components/dialog/api.js,在叠加层外点击时触发,Triggered when clicked outside
site/app/pages/components/dialog/api.js,通知对话框的标题,The alert title. Optional.
site/app/pages/components/dialog/api.js,通知对话框的内容。支持 html。,The alert content. Accepts HTML. Optional.
site/app/pages/components/dialog/api.js,确认按钮的文案,The text inside confirm button
site/app/pages/components/dialog/api.js,确认,Ok
site/app/pages/components/dialog/api.js,确认对话框的标题,The confirm title. Optional.
site/app/pages/components/dialog/api.js,确认对话框的内容。支持 html。,The confirm content. Accepts HTML. Optional.
site/app/pages/components/dialog/api.js,取消按钮的文案,The text inside cancel button
site/app/pages/components/dialog/api.js,取消,Cancel
site/app/pages/components/dialog/api.js,确认按钮是否处于加载状态。当该参数为 true 时，确认按钮会展示 md-spinner，并处于 disabled 状态。,"Specifies whether the button is loading. When this parameter is true, the confirm button displays md-spinner and is disabled."
site/app/pages/components/dialog/api.js,点击确认按钮时触发,Triggered when the confirm button receives a click
site/app/pages/components/dialog/api.js,点击取消按钮时触发,Triggered when the cancel button receives a click
site/app/pages/components/dialog/api.js,输入框的默认值,Default value of input
site/app/pages/components/dialog/api.js,输入框是否必须填写,Sets whether input is required
site/app/pages/components/dialog/api.js,可选参数，指定输入框的最大允许字符数,"Enables the character count, based on the given value."
site/app/pages/components/dialog/api.js,输入框的占位提示信息,Sets a optional placeholder on input.
site/app/pages/components/dialog/api.js,对话框的标题,The alert title. Optional.
site/app/pages/components/dialog/examples/alert.html,您的文章已被删除。,Your post has been deleted!
site/app/pages/components/dialog/examples/alert.html,漂亮！,Cool!
site/app/pages/components/dialog/examples/alert.html,提交成功！,Post created!
site/app/pages/components/dialog/examples/alert.html,您的文章 <strong>你好世界</strong> 已经创建成功！,Your post <strong>Material Design is awesome</strong> has been created.
site/app/pages/components/dialog/examples/confirm.html,确认要使用谷歌的定位服务？,Use Google's location service?
site/app/pages/components/dialog/examples/confirm.html,使用谷歌定位服务意味着，应用在被使用或处于后台时，都会向谷歌发送<strong>匿名</strong>位置数据。,"Let Google help apps determine location. <br> This means sending <strong>anonymous</strong> location data to Google, even when no apps are running."
site/app/pages/components/dialog/examples/confirm.html,同意,Agree
site/app/pages/components/dialog/examples/confirm.html,拒绝,Disagree
site/app/pages/components/dialog/examples/prompt.html,请输入您的名字：,What's your name?
site/app/pages/components/dialog/examples/prompt.js,请输入您的名字：,What's your name?
site/app/pages/components/dialog/examples/prompt.js,名字,Type your name...
site/app/pages/components/dialog/examples/prompt.js,名字必须以字符 a 打头！,Name must starts with character 'a'!
site/app/pages/components/dialog/examples/prompt.js,你好，${name},"Hello, ${name}"
site/app/pages/components/dialog/index.html,对话框用于通知用户有关特定任务的信息，并且可能包含关键信息，需要做出决定或涉及多个任务。您可以在其中包含选项卡，所有表单组件等等。,"Dialogs informs users about a specific task and may contain critical information, require decisions, or involve multiple tasks. The dialog component works with any plain html content. You can have tabs inside, all form components and many more."
site/app/pages/components/dialog/index.html,对话框包含了一组模拟浏览器原生对话框的预设对话框，例如通知（alert）、确认（confirm）和提示输入（prompt）。,"The component can be used with a custom markup, using the auxiliary components or with presets made by Vue Material. Those presets emulates the default Dialogs from Javascript, like confirm, alert and prompt."
site/app/pages/components/dialog/index.html,对话框,Dialog
site/app/pages/components/dialog/index.html,对话框组件内部可以包含任何 HTML 内容，用于创建丰富的对话框内容。,"The Dialog component can have any HTML markup inside. This allows you to create rich dialog content, like the details of a table row, for example:"
site/app/pages/components/dialog/index.html,提示对话框,Alert Dialog
site/app/pages/components/dialog/index.html,可以通过在 html 模板里使用 <code>md-dialog-alert</code> 组件，也可以通过在 js 代码中直接调用 <code>DialogAlert</code> 组件的静态函数 <code>show</code> 来触发。,"You can use the <code>md-dialog-alert</code> component in the html template, or you can directly call the <code>DialogAlert</code> component's static function <code>show</code> in the js code."
site/app/pages/components/dialog/index.html,<code>DialogAlert.show</code> 函数第一个参数为必须的 Object 类型的 options，该 options 可指定的属性和 <code>md-dialog-alert</code> 组件的属性一致。,The first parameter of the <code>DialogAlert.show</code> function is a required option of type Object. The attributes that can be specified by this option are the same as those of the <code>md-dialog-alert</code> component.
site/app/pages/components/dialog/index.html,该函数接收的第二个参数是可选的关闭对话框后的回调函数。如果该回调函数返回了 <code>false</code> 则会阻止对话框的关闭。,The second parameter received by this function is an optional callback function after closing the dialog. If the callback function returns <code>false</code> it will prevent the dialog from closing.
site/app/pages/components/dialog/index.html,确认对话框,Confirm Dialog
site/app/pages/components/dialog/index.html,展示确认对话框，可以通过在 html 模板里使用 <code>md-dialog-confirm</code> 组件，也可以通过在 js 代码中直接调用 <code>DialogConfirm</code> 组件的静态函数 <code>show</code> 来触发。,"To display the confirm dialog, you can use the <code>md-dialog-confirm</code> component in the html template, or you can directly call the <code>DialogConfirm</code> component's static function <code>show</ code> in the js code. "
site/app/pages/components/dialog/index.html,<code>DialogConfirm.show</code> 函数第一个参数为必须的 Object 类型的 options，该 options 里的可指定的属性和 <code>md-dialog-confirm</code> 组件的属性一致。,The first parameter of the <code>DialogConfirm.show</code> function is a required option of type Object. The attributes that can be specified by this option are the same as those of the <code>md-dialog-confirm</code> component.
site/app/pages/components/dialog/index.html,该函数接收的可选的第二个参数和第三个参数依次是确认和取消的回调，如果回调函数返回了 <code>false</code> 则会阻止对话框的关闭。,"The optional second and third parameters received by this function are the callbacks for confirmation and cancellation in order. If the callback function returns <code>false</code>, it will prevent the dialog from closing."
site/app/pages/components/dialog/index.html,在实际业务使用时，有一种常见情况是，在 confirm 回调中要调用服务器的 api 接口更新，api 请求成功后，才关闭对话框（如果失败，则允许用户重试），api 请求过程中 Confirm 按钮不能点击且有 spinner 状态。,"In actual business use, there is a common situation that the server's api interface update is called in the confirm callback, the dialog box is closed after the api request is successful (if it fails, the user is allowed to retry), and the confirm button during the api request cannot click and has spinner status."
site/app/pages/components/dialog/index.html,针对这种情况，confirmCallback 允许返回 `false` 来阻止对话框关闭，还允许直接返回一个 Promise 对象。对话框会等待该 Promise，直到其 resolve 返回的数据不是 `false` 才关闭对话框。,"In this case, confirmCallback allows you to return false to prevent the dialog from closing, and also allows you to return a Promise object directly. The dialog will wait for the promise, and will not close the dialog until the data returned by its resolve is not false."
site/app/pages/components/dialog/index.html,输入对话框,Prompt Dialog
site/app/pages/components/dialog/index.html,输入对话框和确认对话框类似，可以通过在 html 模板里使用 <code>md-dialog-prompt</code> 组件，也可以通过在 js 代码中直接调用 <code>DialogPrompt</code> 组件的静态函数 <code>show</code> 来触发。,"The prompt dialog is similar to the comfirm dialog, you can use the <code>md-dialog-prompt</code> component in the html template, or you can directly call the <code>DialogPrompt</code> component's static function <code>show</ code> in the js code. "
site/app/pages/components/dialog/index.html,<code>DialogPrompt.show</code> 函数和 <code>DialogConfirm.show</code> 的参数一致，但有一个区别是：confirmCallback 如果返回字符串，会认为是对输入值的错误提示；如果返回 Promise，对于 reject 的数据或 resolve 的字符串 也会认为是错误提示。,"The parameters of the <code>DialogPrompt.show</code> function are the same as those of <code>DialogConfirm.show</code>, but there is one difference: if confirmCallback returns a string, it will be considered as an error prompt for the input value; if it returns Promise, for the rejected data or the resolved string will also be considered as an error prompt."
site/app/pages/components/divider/api.js,名称,Name
site/app/pages/components/divider/api.js,描述,Description
site/app/pages/components/divider/api.js,创建一个插入分隔符，通常用于分隔相关内容。,"Creates a inset divider, which is commonly used to separate related content."
site/app/pages/components/divider/index.html,分隔线是一个轻量级的细法则，用于将列表和页面布局中的内容分组，并有助于将页面内容和层次结构组织到各个图块中。,"A divider is a thin, lightweight rule that groups content in lists and page layouts and helps to organize page content and hierarchy into individual tiles."
site/app/pages/components/divider/index.html,分隔符可用于列表中并分隔内容。它们非常适合导航面板和菜单。,The dividers can be used in lists and to separate content. They fit well in navigation panels and menus.
site/app/pages/components/divider/index.html,分隔线,Divider
site/app/pages/components/drawer/api.js,名称,Name
site/app/pages/components/drawer/api.js,描述,Description
site/app/pages/components/drawer/api.js,默认值,Default
site/app/pages/components/drawer/api.js,将抽屉的打开设置为从侧面推送模式，会挤压内容。,"Open drawer with push mode, ie. drawer will push content"
site/app/pages/components/drawer/api.js,控制抽屉的打开和关闭,Trigger drawer open or close
site/app/pages/components/drawer/api.js,将 position:fixed 应用于抽屉。可用作应用程序的主抽屉（类似于本文档）。,Applies position:fixed to drawer. Useful to be used as the main drawer of the application (like on this documentation).
site/app/pages/components/drawer/api.js,将抽屉放置在屏幕的右侧。,Place the drawer on the right of the screen.
site/app/pages/components/drawer/api.js,参数,Parameters
site/app/pages/components/drawer/api.js,抽屉打开时触发,Triggered when a drawer opens
site/app/pages/components/drawer/api.js,抽屉关闭时触发,Triggered when a drawer closes
site/app/pages/components/drawer/index.html,导航抽屉从左侧或右侧滑入，并包含应用程序的导航目标。尽管可以接受任何类型的内容，但通常与内部列表一起使用。,"The navigation drawer slides in from the left or right and contains the navigation destinations for your app. It is commonly used with lists inside, although can accept any type of content."
site/app/pages/components/drawer/index.html,覆盖在上方,Over page content
site/app/pages/components/drawer/index.html,从侧边推出,Push page content
site/app/pages/components/drawer/index.html,抽屉,Drawer
site/app/pages/components/empty/api.js,名称,Name
site/app/pages/components/empty/api.js,描述,Description
site/app/pages/components/empty/api.js,默认值,Default
site/app/pages/components/empty/api.js,空状态的标签，用作标题。,The label of the empty state. Works as a title. Optional.
site/app/pages/components/empty/api.js,空状态的描述。,The description of the empty state. Optional.
site/app/pages/components/empty/api.js,使空状态变圆，并具有漂亮的背景颜色。,"Make the empty state rounded, with a nice background color."
site/app/pages/components/empty/api.js,圆角的宽度/高度大小。仅适用于 <code>rounded</code>。,The rounded width/height size. Only works with <code>md-rounded</code>.
site/app/pages/components/empty/examples/basic.html,创建第一个项目,Create first project
site/app/pages/components/empty/examples/basic.html,创建你的第一个项目,Create your first project
site/app/pages/components/empty/examples/basic.html,创建项目后，你就可以上传设计稿并和他人协作,"Creating project, you'll be able to upload your design and collaborate with people."
site/app/pages/components/empty/index.html,空状态的示例是不包含任何项目的列表，或者不显示任何结果的搜索。尽管这些状态并不常见，但应设计为防止用户混淆。,"A list that doesn’t contain any items, or a search that doesn’t display any results, are examples of empty states. Although these states aren’t typical, they should be designed to prevent user confusion."
site/app/pages/components/empty/index.html,最基本的空白状态显示非交互式图像和文本标语。 为此，您可以使用图标，标题和空状态描述。 空状态默认提供了不错的设计，但是您始终可以在 <code>md-empty-state</code> 之上创建自己的设计。,"The most basic empty state displays a non-interactive image and a text tagline. For that you can use an icon, title and an empty state description. Vue Material already provide a nice design for your empty states, but you can always create your own design on top of <code>md-empty-state</code>."
site/app/pages/components/empty/index.html,空状态可以是基本状态或圆形状态。仅对台式机建议使用四舍五入的变体，因为它的大小是固定的，并且无法响应。,"The empty state can be basic or rounded. The rounded variant is recommended only for desktop, as it size is fixed and do not work responsivelly."
site/app/pages/components/empty/index.html,空状态,Empty State
site/app/pages/components/empty/index.html,可以在任何屏幕尺寸上使用默认的空状态。您可以将设计与图标，标签和说明结合使用，因为这些都是可选的。,"The default empty state can be used on any screen size. You can combine designs with icon, label and description, as any of this are optional. It also accepts a default <code>&lt;slot&gt;</code> to pass any arbitrary content, like a button to give an option to continue the screen flow:"
site/app/pages/components/empty/index.html,圆角的空状态以清新的外观和漂亮的背景色来引起用户的注意。,"The rounded empty state gives a fresh look with a nice background color, to gain the attention of your user."
site/app/pages/components/empty/index.html,还可以将两种布局与原色或强调色结合使用，以匹配您的主题。,"You can also combine both layouts with primary or accent colors, to match your theme. Gorgeous!"
site/app/pages/components/empty/index.html,空提示,Empty State
site/app/pages/components/file/api.js,名称,Name
site/app/pages/components/file/api.js,描述,Description
site/app/pages/components/file/api.js,参数,Parameters
site/app/pages/components/file/api.js,每次选择文件时触发，传递 FileList 参数。,Emits a FileList. Triggered every time a file is selected.
site/app/pages/components/file/index.html,文件选择组件允许用户选择一个或多个文件。可以像普通输入文件一样过滤文件类型，或选择多个文件。,File inputs allows the user to pick one or multiple files. It can also filter the file type just like a normal input file or select multiple files.
site/app/pages/components/file/index.html,<code>md-file</code> 组件可以像 <code>md-input</code> 组件一样使用。即，可以使用包括 <strong>placeholder</strong> 和 <strong>required</strong> 以及 <strong>disabled</strong> 等属性。,"<code>md-file</code> works just like a regular <code>md-input</code> component. This means that you can pass any <code>md-input</code> prop to <code>md-file</code>, like <strong>placeholder</strong>, <strong>required</strong> and <strong>disabled</strong>, for example."
site/app/pages/components/file/index.html,文件选择,Regular File
site/app/pages/components/file/index.html,浏览器原生 <code>&lt;input type=&quot;file&quot;&gt;</code> 支持的各种属性，比如 <strong>multiple</strong> 和 <strong>accept</strong> 等，都可以使用到 <code>md-file</code> 上。,"All other <code>&lt;input type=&quot;file&quot;&gt;</code> attributes, such as <strong>multiple</strong> and <strong>accept</strong>, can be used on <code>md-file</code>."
site/app/pages/components/highlight/api.js,名称,Name
site/app/pages/components/highlight/api.js,描述,Description
site/app/pages/components/highlight/api.js,默认值,Default
site/app/pages/components/highlight/api.js,待进行关键字搜索的文本,Text to render.
site/app/pages/components/highlight/api.js,待查询的高亮关键字,Term to search.
site/app/pages/components/highlight/api.js,搜索算法忽略大小写,Ignore case when search.
site/app/pages/components/highlight/api.js,指定使用哪种算法进行搜索，默认使用模糊查询（fuzzysearch）,"Specify which algorithm to use for searching, fuzzy search is used by default"
site/app/pages/components/highlight/api.js,使用模糊查询（fuzzysearch）算法来搜索关键字。,Use fuzzysearch algorithm to search term.
site/app/pages/components/highlight/api.js,使用包含子串（includes）算法来搜索关键字。,Use the includes algorithm to search term.
site/app/pages/components/highlight/api.js,使用以子串打头（starts）算法来搜索关键字。,Use the startsWith algorithm to search term.
site/app/pages/components/highlight/index.html,文本高亮,Highlight Text
site/app/pages/components/highlight/index.html,文本高亮组件用于在浏览器端进行字符串关键字搜索并以高亮匹配字符的形式展示结果。搜索算法是在浏览器中执行的，但通常情况下，都应该尽可能使用后端接口来实现字符串的关键字搜索。,"The Hightlight Text component is used to perform term search on the browser side and display the results in the form of highlighted matching characters. The search algorithm is executed in the browser, but in general, you should use the back-end interface as much as possible to perform term search for strings."
site/app/pages/components/highlight/index.html,"文本高亮组件支持三种查询算法，包括 <a href=""https://en.wikipedia.org/wiki/roximate_string_matching"" target=""_blank"">fuzzy</a>、includes 和 starts，依次代表模糊匹配、包含子串匹配和以子串打头匹配。默认情况下使用模糊匹配。","This component supports three search algorithms, including <a href=""https://en.wikipedia.org/wiki/roximate_string_matching"" target=""_blank"">fuzzy</a>, includes and starts. Fuzzy search is used by default."
site/app/pages/components/icon/api.js,名称,Name
site/app/pages/components/icon/api.js,描述,Description
site/app/pages/components/icon/api.js,默认值,Default
