location,zh_cn
site/app/pages/components/datepicker/api.js,禁用日期。必须是接受4个参数（年，月，日，星期几）的函数。
site/app/pages/components/datepicker/api.js,禁用焦点事件，仅在用户单击图标时打开。
site/app/pages/components/datepicker/api.js,选择日期而不进行确认，然后立即关闭对话框。
site/app/pages/components/datepicker/api.js,通过将输入类型更改为文本来覆盖原生的日期选择器。
site/app/pages/components/datepicker/api.js,防反跳纯文本到日期对象的转换。如果您的用户输入速度较慢，则设置为较长的时间；如果用户的输入速度非常快，则设置为较短的时间。
site/app/pages/components/datepicker/api.js,参数
site/app/pages/components/datepicker/api.js,选择/单击日期选择器日期时触发
site/app/pages/components/datepicker/api.js,单击确认按钮时触发
site/app/pages/components/datepicker/api.js,当日期选择器对话框打开时触发
site/app/pages/components/datepicker/api.js,当日期选择器对话框关闭时触发
site/app/pages/components/datepicker/examples/basic.html,请选择日期
site/app/pages/components/datepicker/examples/basic.html,选择日期
site/app/pages/components/datepicker/index.html,日期选择器通过弹出一个对话窗口，让用户从预定日期集中选择单个日期。该组件可以禁用日期，并且非常易于使用。
site/app/pages/components/datepicker/index.html,简单选择器
site/app/pages/components/datepicker/index.html,焦点时不自动打开
site/app/pages/components/datepicker/index.html,默认情况下，日期选择器会在输入框获取焦点时自动打开。这将使得用户无法手动输入日期。您可以禁用此行为：
site/app/pages/components/datepicker/index.html,立即选中模式
site/app/pages/components/datepicker/index.html,选择日期后，可以使“日期选择器”对话框立即关闭。该日期将立即被选择，而无需任何其他确认或用户操作：
site/app/pages/components/datepicker/index.html,禁用部分日期
site/app/pages/components/datepicker/index.html,有时您可能需要禁用某些日期的选择。下面这个例子是只想让用户选择工作日的示例：
site/app/pages/components/datepicker/index.html,日期选择器
site/app/pages/components/dialog/api.js,名称
site/app/pages/components/dialog/api.js,描述
site/app/pages/components/dialog/api.js,默认值
site/app/pages/components/dialog/api.js,控制对话框的打开和关闭
site/app/pages/components/dialog/api.js,是否启用叠加的灰色蒙层
site/app/pages/components/dialog/api.js,默认情况下，按 esc 时对话框将关闭。设置为 false 可取消此行为。
site/app/pages/components/dialog/api.js,默认情况下，单击外部时该对话框将关闭。设置为 false 可取消此行为。
site/app/pages/components/dialog/api.js,控制该对话框将在移动屏幕上是否会变为全屏。
site/app/pages/components/dialog/api.js,参数
site/app/pages/components/dialog/api.js,对话框打开时触发
site/app/pages/components/dialog/api.js,对话框关闭时触发
site/app/pages/components/dialog/api.js,在叠加层外点击时触发
site/app/pages/components/dialog/api.js,通知对话框的标题
site/app/pages/components/dialog/api.js,通知对话框的内容。支持 html。
site/app/pages/components/dialog/api.js,确认按钮的文案
site/app/pages/components/dialog/api.js,确认
site/app/pages/components/dialog/api.js,确认对话框的标题
site/app/pages/components/dialog/api.js,确认对话框的内容。支持 html。
site/app/pages/components/dialog/api.js,取消按钮的文案
site/app/pages/components/dialog/api.js,取消
site/app/pages/components/dialog/api.js,确认按钮是否处于加载状态。当该参数为 true 时，确认按钮会展示 md-spinner，并处于 disabled 状态。
site/app/pages/components/dialog/api.js,点击确认按钮时触发
site/app/pages/components/dialog/api.js,点击取消按钮时触发
site/app/pages/components/dialog/api.js,输入框的默认值
site/app/pages/components/dialog/api.js,输入框是否必须填写
site/app/pages/components/dialog/api.js,可选参数，指定输入框的最大允许字符数
site/app/pages/components/dialog/api.js,输入框的占位提示信息
site/app/pages/components/dialog/api.js,对话框的标题
site/app/pages/components/dialog/examples/alert.html,您的文章已被删除。
site/app/pages/components/dialog/examples/alert.html,漂亮！
site/app/pages/components/dialog/examples/alert.html,提交成功！
site/app/pages/components/dialog/examples/alert.html,您的文章 <strong>你好世界</strong> 已经创建成功！
site/app/pages/components/dialog/examples/confirm.html,确认要使用谷歌的定位服务？
site/app/pages/components/dialog/examples/confirm.html,使用谷歌定位服务意味着，应用在被使用或处于后台时，都会向谷歌发送<strong>匿名</strong>位置数据。
site/app/pages/components/dialog/examples/confirm.html,同意
site/app/pages/components/dialog/examples/confirm.html,拒绝
site/app/pages/components/dialog/examples/prompt.html,请输入您的名字：
site/app/pages/components/dialog/examples/prompt.js,请输入您的名字：
site/app/pages/components/dialog/examples/prompt.js,名字
site/app/pages/components/dialog/examples/prompt.js,名字必须以字符 a 打头！
site/app/pages/components/dialog/examples/prompt.js,你好，${name}
site/app/pages/components/dialog/index.html,对话框用于通知用户有关特定任务的信息，并且可能包含关键信息，需要做出决定或涉及多个任务。您可以在其中包含选项卡，所有表单组件等等。
site/app/pages/components/dialog/index.html,对话框包含了一组模拟浏览器原生对话框的预设对话框，例如通知（alert）、确认（confirm）和提示输入（prompt）。
site/app/pages/components/dialog/index.html,对话框
site/app/pages/components/dialog/index.html,对话框组件内部可以包含任何 HTML 内容，用于创建丰富的对话框内容。
site/app/pages/components/dialog/index.html,提示对话框
site/app/pages/components/dialog/index.html,可以通过在 html 模板里使用 <code>md-dialog-alert</code> 组件，也可以通过在 js 代码中直接调用 <code>DialogAlert</code> 组件的静态函数 <code>show</code> 来触发。
site/app/pages/components/dialog/index.html,<code>DialogAlert.show</code> 函数第一个参数为必须的 Object 类型的 options，该 options 可指定的属性和 <code>md-dialog-alert</code> 组件的属性一致。
site/app/pages/components/dialog/index.html,该函数接收的第二个参数是可选的关闭对话框后的回调函数。如果该回调函数返回了 <code>false</code> 则会阻止对话框的关闭。
site/app/pages/components/dialog/index.html,确认对话框
site/app/pages/components/dialog/index.html,展示确认对话框，可以通过在 html 模板里使用 <code>md-dialog-confirm</code> 组件，也可以通过在 js 代码中直接调用 <code>DialogConfirm</code> 组件的静态函数 <code>show</code> 来触发。
site/app/pages/components/dialog/index.html,<code>DialogConfirm.show</code> 函数第一个参数为必须的 Object 类型的 options，该 options 里的可指定的属性和 <code>md-dialog-confirm</code> 组件的属性一致。
site/app/pages/components/dialog/index.html,该函数接收的可选的第二个参数和第三个参数依次是确认和取消的回调，如果回调函数返回了 <code>false</code> 则会阻止对话框的关闭。
site/app/pages/components/dialog/index.html,在实际业务使用时，有一种常见情况是，在 confirm 回调中要调用服务器的 api 接口更新，api 请求成功后，才关闭对话框（如果失败，则允许用户重试），api 请求过程中 Confirm 按钮不能点击且有 spinner 状态。
site/app/pages/components/dialog/index.html,针对这种情况，confirmCallback 允许返回 `false` 来阻止对话框关闭，还允许直接返回一个 Promise 对象。对话框会等待该 Promise，直到其 resolve 返回的数据不是 `false` 才关闭对话框。
site/app/pages/components/dialog/index.html,输入对话框
site/app/pages/components/dialog/index.html,输入对话框和确认对话框类似，可以通过在 html 模板里使用 <code>md-dialog-prompt</code> 组件，也可以通过在 js 代码中直接调用 <code>DialogPrompt</code> 组件的静态函数 <code>show</code> 来触发。
site/app/pages/components/dialog/index.html,<code>DialogPrompt.show</code> 函数和 <code>DialogConfirm.show</code> 的参数一致，但有一个区别是：confirmCallback 如果返回字符串，会认为是对输入值的错误提示；如果返回 Promise，对于 reject 的数据或 resolve 的字符串 也会认为是错误提示。
site/app/pages/components/divider/api.js,名称
site/app/pages/components/divider/api.js,描述
site/app/pages/components/divider/api.js,创建一个插入分隔符，通常用于分隔相关内容。
site/app/pages/components/divider/index.html,分隔线是一个轻量级的细法则，用于将列表和页面布局中的内容分组，并有助于将页面内容和层次结构组织到各个图块中。
site/app/pages/components/divider/index.html,分隔符可用于列表中并分隔内容。它们非常适合导航面板和菜单。
site/app/pages/components/divider/index.html,分隔线
site/app/pages/components/drawer/api.js,名称
site/app/pages/components/drawer/api.js,描述
site/app/pages/components/drawer/api.js,默认值
site/app/pages/components/drawer/api.js,将抽屉的打开设置为从侧面推送模式，会挤压内容。
site/app/pages/components/drawer/api.js,控制抽屉的打开和关闭
site/app/pages/components/drawer/api.js,将 position:fixed 应用于抽屉。可用作应用程序的主抽屉（类似于本文档）。
site/app/pages/components/drawer/api.js,将抽屉放置在屏幕的右侧。
site/app/pages/components/drawer/api.js,参数
site/app/pages/components/drawer/api.js,抽屉打开时触发
site/app/pages/components/drawer/api.js,抽屉关闭时触发
site/app/pages/components/drawer/index.html,导航抽屉从左侧或右侧滑入，并包含应用程序的导航目标。尽管可以接受任何类型的内容，但通常与内部列表一起使用。
site/app/pages/components/drawer/index.html,覆盖在上方
site/app/pages/components/drawer/index.html,从侧边推出
site/app/pages/components/drawer/index.html,抽屉
site/app/pages/components/empty/api.js,名称
site/app/pages/components/empty/api.js,描述
site/app/pages/components/empty/api.js,默认值
site/app/pages/components/empty/api.js,空状态的标签，用作标题。
site/app/pages/components/empty/api.js,空状态的描述。
site/app/pages/components/empty/api.js,使空状态变圆，并具有漂亮的背景颜色。
site/app/pages/components/empty/api.js,圆角的宽度/高度大小。仅适用于 <code>rounded</code>。
site/app/pages/components/empty/examples/basic.html,创建第一个项目
site/app/pages/components/empty/examples/basic.html,创建你的第一个项目
site/app/pages/components/empty/examples/basic.html,创建项目后，你就可以上传设计稿并和他人协作
site/app/pages/components/empty/index.html,空状态的示例是不包含任何项目的列表，或者不显示任何结果的搜索。尽管这些状态并不常见，但应设计为防止用户混淆。
site/app/pages/components/empty/index.html,最基本的空白状态显示非交互式图像和文本标语。 为此，您可以使用图标，标题和空状态描述。 空状态默认提供了不错的设计，但是您始终可以在 <code>md-empty-state</code> 之上创建自己的设计。
site/app/pages/components/empty/index.html,空状态可以是基本状态或圆形状态。仅对台式机建议使用四舍五入的变体，因为它的大小是固定的，并且无法响应。
site/app/pages/components/empty/index.html,空状态
site/app/pages/components/empty/index.html,可以在任何屏幕尺寸上使用默认的空状态。您可以将设计与图标，标签和说明结合使用，因为这些都是可选的。
site/app/pages/components/empty/index.html,圆角的空状态以清新的外观和漂亮的背景色来引起用户的注意。
site/app/pages/components/empty/index.html,还可以将两种布局与原色或强调色结合使用，以匹配您的主题。
site/app/pages/components/empty/index.html,空提示
site/app/pages/components/file/api.js,名称
site/app/pages/components/file/api.js,描述
site/app/pages/components/file/api.js,参数
site/app/pages/components/file/api.js,每次选择文件时触发，传递 FileList 参数。
site/app/pages/components/file/index.html,文件选择组件允许用户选择一个或多个文件。可以像普通输入文件一样过滤文件类型，或选择多个文件。
site/app/pages/components/file/index.html,<code>md-file</code> 组件可以像 <code>md-input</code> 组件一样使用。即，可以使用包括 <strong>placeholder</strong> 和 <strong>required</strong> 以及 <strong>disabled</strong> 等属性。
site/app/pages/components/file/index.html,文件选择
site/app/pages/components/file/index.html,浏览器原生 <code>&lt;input type=&quot;file&quot;&gt;</code> 支持的各种属性，比如 <strong>multiple</strong> 和 <strong>accept</strong> 等，都可以使用到 <code>md-file</code> 上。
site/app/pages/components/highlight/index.html,文本高亮 Highlight
site/app/pages/components/icon/index.html,Material 图标
site/app/pages/components/icon/index.html,Icon Font 图标
site/app/pages/components/icon/index.html,Font Icon 图标
site/app/pages/components/icon/index.html,SVG 图标
site/app/pages/components/icon/index.html,图标 Icon
site/app/pages/components/input/api.js,名称
site/app/pages/components/input/api.js,描述
site/app/pages/components/input/api.js,默认值
site/app/pages/components/input/api.js,使用内联标签，当输入获得焦点时，标签将消失。
site/app/pages/components/input/api.js,启用字符计数器，仅适用于 input 和 textarea 等有 maxlength 属性的组件。
site/app/pages/components/input/api.js,在输入的右侧添加一个清除按钮。
site/app/pages/components/input/api.js,在输入的右侧添加一个切换按钮以显示/隐藏密码。仅适用于具有密码类型的 input 组件。
site/app/pages/components/input/api.js,参数
site/app/pages/components/input/api.js,鼠标单击清除图标后触发。仅在 clearable 为 true 时才有效。
site/app/pages/components/input/api.js,绑定到输入框的值
site/app/pages/components/input/api.js,传递给原生 input 标签的 type 属性
site/app/pages/components/input/api.js,占位提示信息
site/app/pages/components/input/api.js,传递给原生 input 标签的 required 属性
site/app/pages/components/input/api.js,唯一标识
site/app/pages/components/input/api.js,传递给原生 input 标签的 name 属性
site/app/pages/components/input/api.js,禁用输入框
site/app/pages/components/input/api.js,启用该字段的计数器并设置最大长度
site/app/pages/components/input/api.js,启用该字段的计数器。当您只需要一个计数器而不设置最大长度时，这很有用。设置最大长度后，如果不想显示计数器，请将此属性设置为 false
site/app/pages/components/input/api.js,文本发生变化时的事件，等价于原生 input 标签的 input 事件。
site/app/pages/components/input/api.js,绑定到文本框的值
site/app/pages/components/input/api.js,文本框随录入文本自动增加高度
site/app/pages/components/input/api.js,文本发生变化时的事件，等价于原生 textarea 标签的 input 事件。
site/app/pages/components/input/examples/text.html,初始值
site/app/pages/components/input/examples/text.html,初始值（只读）
site/app/pages/components/input/examples/text.html,请在此处输入！
site/app/pages/components/input/examples/text.html,这是一些辅助说明的文字
site/app/pages/components/input/examples/text.html,使用标签
site/app/pages/components/input/examples/text.html,可读性更高的占位信息
site/app/pages/components/input/examples/text.html,内联样式
site/app/pages/components/input/examples/text.html,输入数字
site/app/pages/components/input/examples/text.html,可换行长文本
site/app/pages/components/input/examples/text.html,随文本内容自动适应高度
site/app/pages/components/input/examples/text.html,禁用状态
site/app/pages/components/input/index.html,文本框允许用户通常在表单内部输入，编辑和选择文本。可以用在包括对话框和搜索等场景。
site/app/pages/components/input/index.html,典型的输入型组件都需要被包裹在表单项 <code>md-field</code> 组件里搭配使用，包括 <code>md-input</code>、<code>md-textarea</code> 和 <code>md-select</code>。
site/app/pages/components/input/index.html,文本输入
site/app/pages/components/input/index.html,表单项组件支持和原生 html5 相兼容的属性，并支持更多额外属性。
site/app/pages/components/input/index.html,可以在 <code>md-input</code> 和 <code>md-textarea</code> 上设置和原生标签一致的属性，例如：
site/app/pages/components/input/index.html,错误提示
site/app/pages/components/input/index.html,文本框可以添加验证状态以显示错误消息。
site/app/pages/components/input/index.html,字符计数
site/app/pages/components/input/index.html,可以在需要限制用户输入的地方使用字符计数器，例如新浪微博最多允许 140 个字符。
site/app/pages/components/input/index.html,图标
site/app/pages/components/input/index.html,可以为文本框添加图标来区分其内容代表的含义：
site/app/pages/components/input/index.html,内部动作
site/app/pages/components/input/index.html,输入框可以具有可清除的功能，以使用户更容易清除值。为了更好地使用密码，我们可以显示一个切换按钮来显示密码。这对于移动应用程序确实非常有用：
site/app/pages/components/input/index.html,前缀和后缀
site/app/pages/components/input/index.html,前缀和后缀可用于澄清单位或预先添加输入。前缀在文本字段中左对齐，而后缀右对齐。文本框可以同时具有前缀和后缀。
site/app/pages/components/input/index.html,任何原生 <code>input</code> 和 <code>textarea</code> 的属性，都可以被应用到 <code>md-input</code> 和 <code>md-textarea</code> 组件上。
site/app/pages/components/input/index.html,文本框
site/app/pages/components/list/index.html,列表 List
site/app/pages/components/menu/index.html,菜单 Menu
site/app/pages/components/pagination/index.html,基础分页
site/app/pages/components/pagination/index.html,完整分页
site/app/pages/components/pagination/index.html,禁用分页
site/app/pages/components/pagination/index.html,分页 Pagination
site/app/pages/components/popconfirm/api.js,文字提示的内容
site/app/pages/components/popconfirm/api.js,点击确认按钮后是否隐藏气泡。
site/app/pages/components/popconfirm/api.js,是否进入正在确认的加载状态
site/app/pages/components/popconfirm/api.js,同 Popover 组件
site/app/pages/components/popconfirm/api.js,用户点击确认按钮
site/app/pages/components/popconfirm/api.js,用户点击取消按钮
site/app/pages/components/popconfirm/examples/simple.html,简单的 Popconfirm：
site/app/pages/components/popconfirm/examples/simple.html,删除
site/app/pages/components/popconfirm/examples/simple.html,您确认要删除 ${some.name} 吗？
site/app/pages/components/popconfirm/examples/simple.html,配合服务器端 API 接口：
site/app/pages/components/popconfirm/examples/simple.js,未命名
site/app/pages/components/popconfirm/index.html,气泡确认框
site/app/pages/components/popconfirm/index.html,Popover 组件的所有 API 也可用于 Popconfirm 组件。但部分属性的默认值不同。
site/app/pages/components/popconfirm/index.html,气泡确认框 Popconfirm
site/app/pages/components/popover/api.js,控制气泡卡片是否展示。外部父组件可通过此属性手动控制。
site/app/pages/components/popover/api.js,"气泡卡片的触发方式，包括 click, hover 和 none。如果指定为 none，代表气泡卡片不自动绑定触发元素，完全靠 active 属性控制。"
site/app/pages/components/popover/api.js,卡片在延迟一定的时间后显示，单位为毫秒。
site/app/pages/components/popover/api.js,卡片显示时的相对位置，参看 Popper.js 的 placement 概念。
site/app/pages/components/popover/api.js,卡片显示时的偏移量，参看 Popper.js 的 offset 概念。
site/app/pages/components/popover/api.js,附加在卡片的 DOM 上的 html class。
site/app/pages/components/popover/api.js,卡片显示和隐藏时的 css 动画。
site/app/pages/components/popover/api.js,点击卡片之外的其它区域时，是否隐藏卡片。
site/app/pages/components/popover/api.js,Popper.js 的更多自定义高级配置。
site/app/pages/components/popover/api.js,用于控制气泡里面顶部的标题样式。
site/app/pages/components/popover/api.js,控制气泡里面中间的内容样式。
site/app/pages/components/popover/api.js,控制气泡里面底部的按钮区域样式。
site/app/pages/components/popover/api.js,气泡显示或隐藏时的事件
site/app/pages/components/popover/examples/simple.html,简单地使用内置 Trigger 触发气泡卡片展示和隐藏：
site/app/pages/components/popover/examples/simple.html,通过父组件里的参数控制气泡的显示和隐藏：
site/app/pages/components/popover/index.html,气泡卡片
site/app/pages/components/popover/index.html,气泡卡片 Popover
site/app/pages/components/progress/index.html,进度条
site/app/pages/components/progress/index.html,Determinate
site/app/pages/components/progress/index.html,Indeterminate
site/app/pages/components/progress/index.html,进度条 Progress Bar
site/app/pages/components/radio/api.js,名称
site/app/pages/components/radio/api.js,描述
site/app/pages/components/radio/api.js,默认值
site/app/pages/components/radio/api.js,点击选中时通过 change 事件向外传递的值
site/app/pages/components/radio/api.js,是否为选中状态
site/app/pages/components/radio/api.js,唯一标识
site/app/pages/components/radio/api.js,用于标识分组的 name，会传递给原生 input，实现多个 radio 关联
site/app/pages/components/radio/api.js,参数
site/app/pages/components/radio/api.js,选中的值变化时触发
site/app/pages/components/radio/examples/simple-radios.html,描述
site/app/pages/components/radio/examples/simple-radios.html,示例
site/app/pages/components/radio/examples/simple-radios.html,值
site/app/pages/components/radio/examples/simple-radios.html,简单选择项
site/app/pages/components/radio/examples/simple-radios.html,字符串数组
site/app/pages/components/radio/examples/simple-radios.html,Object 数组
site/app/pages/components/radio/examples/simple-radios.js,小葛
site/app/pages/components/radio/examples/simple-radios.js,小明
site/app/pages/components/radio/examples/simple-radios.js,小王
site/app/pages/components/radio/index.html,单选按钮允许用户从一组选项中选择唯一一个选项。如果认为用户需要并排查看所有可用选项，请使用单选按钮进行独占选择。
site/app/pages/components/radio/index.html,单选项
site/app/pages/components/radio/index.html,浏览器原生 <code>&lt;input type=&quot;radio&quot;&gt;</code> 标签上可以使用的属性，比如 <strong>name</strong> 和 <strong>required</strong> 等，也可以被应用到 <code>md-radio</code> 组件上。
site/app/pages/components/select/api.js,名称
site/app/pages/components/select/api.js,描述
site/app/pages/components/select/api.js,默认值
site/app/pages/components/select/api.js,绑定到下拉选择组件的值
site/app/pages/components/select/api.js,占位提示信息
site/app/pages/components/select/api.js,指定是否必须选择一项
site/app/pages/components/select/api.js,唯一标识
site/app/pages/components/select/api.js,禁用下拉选择组件
site/app/pages/components/select/api.js,创建一个带有复选框的多重选择。需要搭配传递 <code>Array</code> 类型的 <code>value</code> 属性。
site/app/pages/components/select/api.js,使用紧凑型布局
site/app/pages/components/select/api.js,参数
site/app/pages/components/select/api.js,选项发生变化时触发
site/app/pages/components/select/api.js,下拉框打开时触发
site/app/pages/components/select/api.js,下拉框关闭时触发
site/app/pages/components/select/api.js,单个选择项的值。
site/app/pages/components/select/api.js,禁用单个选择项
site/app/pages/components/select/api.js,分组的标签
site/app/pages/components/select/api.js,禁用分组并阻止选择其中的所有选择项。
site/app/pages/components/select/index.html,下拉选择可用于在多个选项之间进行选择，可以选择一个或多个选项。组件显示当前状态和向下箭头。
site/app/pages/components/select/index.html,<code>md-select</code> 组件可兼容原生 <code>select</code> 标签的各种属性，包括 <code>required</code> 和 <code>multiple</code> 等。
site/app/pages/components/select/index.html,下拉选择
site/app/pages/components/select/index.html,<code>md-select</code> 需要和 <code>md-option</code> 组件搭配使用，后者提供可能的选择项，且必须指定 <code>value</code> 属性。同时，<code>md-select</code> 组件应该在 <code>md-field</code> 组件内使用。
site/app/pages/components/select/index.html,如果向 <code>md-select</code> 传递的 <code>value</code> 属性是数组，则代表使用多选功能。
site/app/pages/components/select/index.html,可以使用紧凑型布局，以便在屏幕上容纳更多项目：
site/app/pages/components/select/index.html,可以对选择项进行分组，以便于区分不同的数据集：
site/app/pages/components/select/index.html,可以禁用整个下拉选择组件，也可以禁用单个选择项，或禁用某个分组。通过指定 <code>disabled</code> 属性来实现：
site/app/pages/components/snackbar/examples/static.html,Show snackbar directly by calling static method <code>Snackbar.show</code>
site/app/pages/components/snackbar/index.html,消息提示 Snackbar
site/app/pages/components/spinner/index.html,该组件常用于指示正在加载、正在提交等状态，也可用于具体指示加载的进度。为了简化 API，通过是否指定 <code>value</code> 属性来决定 Spinner 属于哪个类型。
site/app/pages/components/spinner/index.html,指定 <code>value</code> 属性时，属于指示具体加载进度的 Spinner，<code>value</code> 属性为 0-100 的数字。
site/app/pages/components/spinner/index.html,"不指定 <code>value</code> 属性时，属于指示正在加载状态的 Spinner,Spinner 表现为一个旋转的加载动画。"
site/app/pages/components/spinner/index.html,指示正在加载状态的 Spinner
site/app/pages/components/spinner/index.html,指示具体的加载进度的 Spinner
site/app/pages/components/spinner/index.html,在按钮中使用 Spinner
site/app/pages/components/spinner/index.html,默认情况下，Spinner 的大小为 <code>1em</code>（即字号大小），颜色为 <code>currentColor</code>（即文字颜色）。在实际使用时，可以通过调整父元素的字号和颜色来改变 Spinner 的大小和颜色，也可以通过以下接口来调整：
site/app/pages/components/spinner/index.html,加载指示 Spinner
site/app/pages/components/steppers/index.html,步骤条 Steppers
site/app/pages/components/subheader/index.html,子标题是用于描述列表或网格列表各部分的列表图块。
site/app/pages/components/subheader/index.html,子标题可以在列表，网格甚至选择中使用，并且通常与过滤或排序标准有关。它们非常适合导航面板和网格列表。
site/app/pages/components/subheader/index.html,子标题
site/app/pages/components/subheader/index.html,子标题组件没有可配置的属性。
site/app/pages/components/switch/examples/array-switch.html,描述
site/app/pages/components/switch/examples/array-switch.html,示例
site/app/pages/components/switch/examples/array-switch.html,值
site/app/pages/components/switch/examples/array-switch.html,简单字符串数组
site/app/pages/components/switch/examples/array-switch.html,城市开关：
site/app/pages/components/switch/examples/array-switch.html,Object 数组
site/app/pages/components/switch/examples/array-switch.html,用户开关：
site/app/pages/components/switch/examples/array-switch.js,小葛
site/app/pages/components/switch/examples/array-switch.js,小明
site/app/pages/components/switch/examples/array-switch.js,小王
site/app/pages/components/switch/examples/single-switch.html,描述
site/app/pages/components/switch/examples/single-switch.html,示例
site/app/pages/components/switch/examples/single-switch.html,值
site/app/pages/components/switch/examples/single-switch.html,无任何属性的最简单切换按钮
site/app/pages/components/switch/examples/single-switch.html,标签
site/app/pages/components/switch/examples/single-switch.html,(无)
site/app/pages/components/switch/examples/single-switch.html,传递简单的布尔值
site/app/pages/components/switch/examples/single-switch.html,传递简单的字符串值
site/app/pages/components/switch/examples/single-switch.html,自动更新
site/app/pages/components/switch/examples/single-switch.html,传递 Object 值
site/app/pages/components/switch/index.html,切换按钮可以理解成多选框的另一种展示方式，其核心逻辑和多选框完全一样。因此，切换按钮也分为单一模式和数组模式，且 API 接口和多选框完全一样。
site/app/pages/components/switch/index.html,切换按钮
site/app/pages/components/switch/index.html,单一模式的切换按钮，这种模式是最常见的使用模式。
site/app/pages/components/switch/index.html,数组模式的切换按钮，这种模式很少使用。典型的使用场景就是配置由个开关组成的开关分组。
site/app/pages/components/switch/index.html,和 <code>md-checkbox</code> 完全一样，请参看 <code>md-checkbox</code> 的 API 文档。
site/app/pages/components/table/index.html,表格 Table
site/app/pages/components/tabs/index.html,标签页 Tabs
site/app/pages/components/toolbar/index.html,工具栏 Toolbar
site/app/pages/components/tooltip/api.js,文字提示的内容
site/app/pages/components/tooltip/api.js,参看 Popover 组件
site/app/pages/components/tooltip/examples/simple.html,简单的 Tooltip：
site/app/pages/components/tooltip/examples/simple.html,你好，世界！
site/app/pages/components/tooltip/examples/simple.html,改变 placement 和 delay：
site/app/pages/components/tooltip/examples/simple.html,通过父组件里的参数控制显示和隐藏：
site/app/pages/components/tooltip/examples/simple.html,展示自定义的内容：
site/app/pages/components/tooltip/index.html,文字提示
site/app/pages/components/tooltip/index.html,Popover 组件的所有 API 也可用于 Tooltip 组件。但部分属性的默认值不同。
site/app/pages/components/tooltip/index.html,文字提示 Tooltip
site/app/pages/getting-started.html,Jinge Material 是构建在 jinge 框架上的 Material Design 组件库，此处假设你已经知道如何搭建基本的 jinge 框架的项目，比如如何在 webpack 中配置和使用 jinge-loader。
site/app/pages/getting-started.html,jinge 框架还处于实验性的阶段，也还几乎没有文档。此处的 Jinge Material 组件库的文档也不保证有效。因此，体验 jinge 框架和 Jinge Material 组件库的最佳方式是直接克隆 Jinge Material 的源码仓库。这个仓库包含了所有组件的源码，以及一个涵盖所有组件的使用示例的完整应用（也就是你现在看到的这个网站）。
site/app/pages/getting-started.html,安装
site/app/pages/getting-started.html,要使用 Jinge Material 组件库，需要先通过 npm 或 yarn 的方式安装：
site/app/pages/getting-started.html,使用
site/app/pages/getting-started.html,我们推荐使用编译后的发布版本，样式文件位于 jinge-material/dist 目录下，组件文件位于 jinge-material/lib 目录下。同时，我们推荐按需引入组件，这样可以获得最快地构建速度和开发体验。
site/app/pages/getting-started.html,在项目的入口 js 文件中引入样式和语言包：
site/app/pages/getting-started.html,在模板 html 文件中按需使用组件：
site/app/pages/getting-started.html,"Jinge Material 组件库支持多种样式主题和多种语言，但没有默认的样式或语言。因此，只使用一种样式或语言也需要先主动注册资源。如果项目需要支持多种主题和语言，参看<ui-sref to=""i18n"">国际化</ui-sref>和<ui-sref to=""theme"">主题</ui-sref>章节。"
site/app/pages/getting-started.html,浏览器引入
site/app/pages/getting-started.html,对于微服务架构的大型前端项目，可能多个动态加载的服务/模块都会使用 jinge 框架和Jinge Material 组件库，这种情况下需要在项目入口 index.html 中通过 script的方式引入样式、语言资源和组件库：
site/app/pages/getting-started.html,然后在模板 html 文中可以简单地引用组件：
site/app/pages/getting-started.html,上述代码需要配置打包工具的外部依赖（比如 webpack 的 externals），让 jinge-material 实际指向 window.JingeMaterial 对象。
site/app/pages/getting-started.html,使用组件别名
site/app/pages/getting-started.html,jinge 框架支持注册自定义组件别名，这样在模板 html 文件中可以不需要引入组件而直接使用。Jinge Material 组件库提供了默认的别名，只需要在 webpack.config.js 文件中注册即可：
site/app/pages/getting-started.html,注册别名后，在模板 html 文件中，可以直接使用 <code>md-[component]</code> 这样格式的别名：
site/app/pages/getting-started.html,按需加载样式
site/app/pages/getting-started.html,上述的使用方式，都会完整引入全部的样式文件。你可以通过直接使用 Jinge Material 源码的形式，来按需加载样式和组件。你可以克隆这个脚手架项目，里面有完整的 webpack 的配置文件示例，此处不再赘述。
site/app/pages/getting-started.html,快速上手
site/app/pages/home/index.html,构建在 Jinge 框架上的 Material Design 组件库
site/app/pages/home/index.html,快速上手
site/app/pages/home/index.html,浏览组件
site/app/pages/home/index.html,精准实现 Google Material Design 设计规范。
site/app/pages/home/index.html,适配所有主流的现代浏览器，支持移动设备的响应式。
site/app/pages/home/index.html,支持多皮肤主题，国际化多语言等丰富全面的功能。
site/app/pages/home/index.js,Jinge Material - 构建在 Jinge 框架上的 Material Design 组件库
site/app/pages/license.js,许可证
site/app/pages/ui-elements/elevation/apis.js,名称
site/app/pages/ui-elements/elevation/apis.js,描述
site/app/pages/ui-elements/elevation/apis.js,为元素添加阴影（Elevation），深度可以是 1、2、3、4、6、8、12、16 或 24，例如：md-elevation-4。
site/app/pages/ui-elements/elevation/index.html,"阴影（Elevation）用于指示元素距离表面（Surface）的距离。Material Design 设计规范中定义了 9 种程度的阴影深度，依次是 1, 2, 3, 4, 6, 8, 12, 16, 24。Jinge Material 提供了对应的 9 种 class 可供使用："
